PD43294b PD43294c PD43294d PD43294f PD43294g PD43294h PD43294i PD43294j PD43294l PD43294m PD43294n PD43294p PD43294q PD43294r PD43294t PD43294u PD43294v PD43294w PD43975ab PD43975ac PD43975ae PD43975af PD43975ag PD43975ah PD43975ai PD43975ak PD43975al PD43975ao PD43975aq PD43975at PD43975au PD43975av PD43975ax PD43975ay PD43975az PD43975b PD43975c PD43975d PD43975e PD43975f PD43975h PD43975i PD43975j PD43975k PD43975l PD43975m PD43975n PD43975o PD43975p PD43975q PD43975r PD43975s PD43975u PD43975w PD43975y PD43975z PD43295ab PD43295ac PD43295ad PD43295b PD43295c PD43295d PD43295e PD43295f PD43295g PD43295h PD43295i PD43295j PD43295k PD43295l PD43295m PD43295n PD43295o PD43295p PD43295q PD43295r PD43295t PD43295v PD43295x PD43293b PD43293c PD43293d PD43293e PD43293g PD43293h PD43293i PD43293j PD43293l PD43293m PD43293n PD43293o PD43293p PD43293q PD43293r PD43293s PD43293u PD43293w PD42190ad PD42190af PD42190ag PD42190ah PD42190ai PD42190aj PD42190al PD42190am PD42190an PD42190aq PD42190au PD42190av PD42190aw PD42190az PD42190b PD42190bc PD42190bd PD42190be PD42190bh PD42190bi PD42190bj PD42190bk PD42190bl PD42190bo PD42190bp PD42190bu PD42190bw PD42190by PD42190bz PD42190c PD42190cd PD42190ce PD42190cf PD42190cg PD42190d PD42190e PD42190f PD42190g PD42190h PD42190k PD42190l PD42190q PD42190s PD42190v PD42190w PD42190x PD42190y PD42190z PD45888b_lo0001 PD45888b_lo0002 PD45888b_lo0003 PD45888b_lo0004 PD45888b_lo0005 PD45888b_lo0006 PD45888b_lo0007 PD45888b_lo0008 PD45888b_lo0009 PD45888b_lo0010 PD45888b_lo0011 PD45888b_lo0012 PD45888b_lo0013 PD45888b_lo0014 PD45888b_lo0015 PD45888b_lo0016 PD45888b_lo0017 PD45888b_lo0018 PD45888b_lo0019 PD45888b_lo0020 PD45888b_lo0021 PD45888b_lo0022 PD45888b_lo0023 PD45888b_lo0024 PD45888b_lo0025 PD45888b_lo0026 PD45888b_lo0027 PD45888b_lo0028 PD45888b_lo0029 PD45888b_lo0030 PD45888b_lo0031 PD45888b_lo0032 PD45888b_lo0033 PD45888b_lo0035 PD45888b_lo0036 PD45888b_lo0037 PD45888b_lo0039 PD45888b_lo0040 PD45888b_lo0041 PD45888b_lo0042 PD45888b_lo0043 PD45888b_lo0044 PD45888b_lo0045 PD45888b_lo0047 PD45888b_lo0048 PD45888b_lo0049 PD45888b_lo0050 PD45888b_lo0051 PD45888b_lo0052 PD45888b_lo0055 PD45888b_lo0057 PD45888b_lo0058 PD45887b_lo0001 PD45887b_lo0002 PD45887b_lo0003 PD45887b_lo0004 PD45887b_lo0006 PD45887b_lo0007 PD45887b_lo0008 PD45887b_lo0009 PD45887b_lo0010 PD45887b_lo0011 PD45887b_lo0012 PD45887b_lo0013 PD45887b_lo0014 PD45887b_lo0015 PD45887b_lo0016 PD45887b_lo0017 PD45887b_lo0018 PD45887b_lo0020 PD45887b_lo0021 PD45887b_lo0022 PD45887b_lo0023 PD45887b_lo0024 PD45887b_lo0025 PD45887b_lo0026 PD45887b_lo0027 PD45887b_lo0029 PD45887b_lo0030 PD44706ad PD44706ae PD44706af PD44706ag PD44706ah PD44706ai PD44706aj PD44706ak PD44706al PD44706am PD44706an PD44706ao PD44706ap PD44706aq PD44706ar PD44706at PD44706au PD44706av PD44706ax PD44706ay PD44706c PD44706f PD44706h PD44706i PD44706k PD44706l PD44706p PD44706q PD44706r PD44706s PD44706v PD44706w PD44706x PD44706y PD44706z PD42191b PD42191d PD42191e PD42191f PD42191g PD42191h PD42191i PD42191j PD42191k PD42191l PD45889b_lo0001 PD45889b_lo0002 PD45889b_lo0003 PD45889b_lo0004 PD45889b_lo0005 PD45889b_lo0006 PD45889b_lo0007 PD45889b_lo0008 PD45889b_lo0009 PD45889b_lo0010 PD45889b_lo0011 PD45889b_lo0012 PD45889b_lo0013 PD45889b_lo0014 PD45889b_lo0015 PD45889b_lo0016 PD45889b_lo0017 PD45889b_lo0018 PD45889b_lo0020 PD45889b_lo0021 PD45889b_lo0023 PD45889b_lo0025 PD45889b_lo0026 PD45889b_lo0027 PD45889b_lo0028 PD45889b_lo0029 PD45889b_lo0030 PD45886b_lo0001 PD45886b_lo0002 PD45886b_lo0003 PD45886b_lo0004 PD45886b_lo0005 PD45886b_lo0006 PD45886b_lo0007 PD45886b_lo0009 PD45886b_lo0010 PD45886b_lo0011 PD45886b_lo0012 PD45886b_lo0013 PD45886b_lo0014 PD45886b_lo0016 PD45886b_lo0017 PD45886b_lo0018 PD45886b_lo0019 PD45886b_lo0020 PD45886b_lo0021 PD45886b_lo0022 PD45886b_lo0023 PD45886b_lo0024 PD45886b_lo0025 PD45886b_lo0026 PD45886b_lo0027 PD45886b_lo0028 PD45886b_lo0029
1 3 0 0 0 0 0 2 1 1 1 4 0 1 0 0 0 1 1 1 1 1 0 2 1 3 1 0 0 1 0 0 2 3 0 1 1 3 1 0 1 1 0 2 2 1 0 0 0 0 1 0 0 1 1 1 1 0 0 1 2 1 3 2 0 0 1 3 2 1 1 2 0 3 0 4 2 3 4 4 1 2 2 3 1 3 2 2 1 0 8 0 1 2 2 2 3 4 4 3 1 2 1 2 4 2 3 3 3 3 5 4 0 6 1 2 3 2 2 5 1 1 3 4 2 2 4 2 1 1 2 0 1 0 0 4 4 1 2 2 1 0 1 1 5 2 1 2 5 4 1 3 0 5 1 3 4 4 2 2 2 5 5 2 2 1 2 0 6 5 1 7 7 2 5 1 3 2 3 1 3 0 2 0 0 3 3 2 5 1 4 1 2 2 0 5 0 3 3 5 2 3 3 2 5 3 0 0 2 4 3 5 4 1 0 1 2 2 3 1 4 4 1 7 4 1 2 5 3 2 3 3 5 6 6 6 4 3 2 2 2 2 3 4 4 1 0 4 3 9 1 2 1 5 0 5 1 5 2 1 0 1 2 1 2 2 1 2 1 5 4 4 0 4 4 4 6 2 8 4 3 5 4 3 2 2 3 4 3 5 6 3 6 6 2 3 1 2 4 0 0 1 1 4 1 1 0 2 4 8 1 6 2 6 3 6 2 2 5 4 4 3 6
0 1 0 0 0 2 2 0 0 3 2 1 2 3 0 1 2 1 1 0 3 0 3 2 1 1 3 3 1 2 2 3 1 0 2 1 1 1 3 4 0 1 4 1 2 3 0 4 2 2 0 0 2 3 1 3 6 2 1 1 4 4 2 2 3 4 2 3 4 3 5 1 2 4 3 2 2 3 3 1 3 3 2 2 0 5 3 3 0 3 4 3 4 5 8 3 3 9 9 4 4 1 7 3 5 4 7 7 4 7 4 4 5 6 6 8 3 8 3 5 4 4 7 5 1 8 5 4 5 8 8 9 4 6 8 3 7 5 4 6 6 7 10 2 6 1 5 10 8 6 4 5 7 6 6 10 3 8 11 9 5 11 4 5 2 4 8 5 3 7 3 4 5 4 5 4 4 6 7 7 4 3 4 3 8 8 4 7 6 11 6 7 1 8 6 6 4 3 8 11 3 12 9 4 9 5 7 4 5 4 12 2 9 4 5 9 9 7 12 7 3 7 6 7 6 6 3 8 6 6 6 4 5 5 7 6 4 7 3 5 6 10 10 12 9 10 5 14 9 4 3 7 5 6 10 5 6 6 5 12 12 13 13 12 12 12 14 13 12 9 7 9 5 8 7 6 10 11 9 7 4 2 5 8 5 8 4 7 5 6 6 5 8 4 7 6 5 3 8 4 9 10 5 4 4 6 5 4 9 5 8 10 5 3 5 5 6 4 6 10 11 4 9
0 1 0 0 0 0 1 0 0 2 1 0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 2 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 1 1 0 0 2 0 0 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 0 1 2 0 0 0 0 0 2 0 1 1 0 1 1 0 0 0 0 0 0 2 0 2 4 1 1 0 1 0 2 0 0 3 5 4 1 1 4 0 3 3 0 1 0 1 1 0 0 0 1 1 0 1 0 3 4 0 1 0 3 2 2 1 0 3 0 4 3 2 1 0 0 1 0 0 1 3 3 2 0 0 0 5 1 1 2 1 3 0 0 4 1 1 0 0 1 2 2 1 0 5 0 1 1 4 1 1 0 0 1 1 1 1 0 1 1 2 1 4 3 2 1 1 0 1 1 2 0 1 0 1 0 2 4 2 3 0 1 1 0 2 1 0 1 2 2 1 1 1 2 2 0 0 0 1 2 1 3 3 0 1 3 3 1 2 1 2 2 6 0 0 2 0 1 2 0 0 1 0 2 0 1 1 4 1 1 1 1 1 1 1 1 1 2 0 0 0 0 2 0 1 0 1 0 3 1 2 1 0 1 1 3 0 0 1 2 3 3 0 3 0 1 0 0 2 2 0 0 0 4 2 3 0 1 0 1 1 2 2 2 2 4 2 0 0 0 1 3
0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 2 1 2 1 1 0 2 0 0 0 0 0 0 1 0 0 3 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 1 0 0 1 0 0 3 3 0 0 1 0 0 1 0 0 0 0 0 2 0 0 1 0 0 1 0 2 0 2 0 0 1 0 0 2 1 0 1 0 2 0 0 1 2 2 1 0 1 2 1 0 2 1 0 0 0 1 0 0 0 2 0 1 0 2 0 0 0 0 1 2 0 1 0 2 0 2 1 0 2 1 1 0 0 2 0 0 0 1 0 0 1 0 0 1 0 1 1 0 0 1 0 2 1 1 1 1 0 2 1 1 0 0 1 0 1 0 1 0 1 1 1 0 0 0 0 0 1 0 0 1 1 0 0 2 0 2 1 0 0 2 2 0 0 0 2 0 0 1 1 1 1 1 1 0 1 0 0 1 2 0 2 1 0 0 2 1 2 0 0 1 0 0 1 0 0 1 2 0 0 0 0 1 0
2 0 2 1 1 0 1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 1 1 0 0 2 1 2 0 1 2 0 3 1 0 1 0 2 1 0 0 0 1 0 0 2 2 3 0 0 1 0 2 1 3 0 0 0 2 0 1 2 1 1 1 1 3 3 0 1 0 0 0 1 1 1 0 0 2 1 1 0 0 0 0 2 0 1 0 0 2 2 0 2 1 2 0 0 4 0 3 2 3 1 1 3 0 2 1 1 0 2 1 3 0 1 3 3 2 1 1 4 2 4 0 2 1 2 0 0 2 2 1 4 2 1 0 2 0 2 3 3 1 0 0 2 2 0 2 1 2 5 1 0 1 2 2 1 2 1 2 0 2 1 1 1 3 1 2 0 1 1 2 2 0 1 0 2 3 3 3 2 0 2 2 1 3 1 1 1 1 1 3 3 2 1 1 2 1 0 3 0 2 2 2 2 2 2 0 0 2 2 1 1 0 0 0 3 4 1 3 0 1 3 1 1 2 2 4 3 1 1 1 1 2 1 3 2 2 2 2 2 2 0 2 2 0 1 0 1 0 2 0 0 0 0 0 0 0 0 0 0 2 2 0 1 0 2 3 1 2 4 3 2 3 1 2 1 0 1 2 2 2 0 2 4 0 1 3 1 0 6 1 2 1 0 4 2 1 2 3 3 4 4 2 5 2 1 4 2 0 3 3 2 1 1
1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 0 3 1 1 1 0 0 1 0 0 0 0 0 1 1 0 2 1 0 2 1 3 3 1 1 1 1 1 1 2 0 2 1 3 1 1 1 1 0 0 0 1 3 0 0 0 1 0 1 0 0 0 3 1 1 1 1 0 0 1 1 1 0 5 1 1 2 1 5 1 4 4 1 1 1 0 4 2 0 2 0 0 0 2 1 2 1 1 2 2 3 3 2 2 1 1 1 3 1 3 1 1 1 1 2 1 4 0 0 1 3 0 1 2 4 3 2 1 0 0 0 2 0 3 2 1 2 1 1 1 1 0 4 2 0 0 4 1 2 2 1 2 0 1 1 0 1 1 1 0 2 1 0 5 2 2 1 1 1 1 0 2 2 0 2 0 2 2 5 0 1 1 4 1 1 1 1 0 2 0 2 0 1 5 1 4 0 1 1 2 1 0 1 1 2 0 3 0 0 1 1 2 0 0 5 2 1 2 1 6 1 2 0 2 2 1 1 1 1 1 0 1 2 0 2 3 1 4 3 2 2 2 3 2 3 1 5 1 0 1 2 2 4 0 0 0 2 2 2 1 1 2 2 1 1 3 2 4 1 2 3 1 2 1 1 3 1 1 2 3 3 1 2 2 2 2 1 0 1 0 2 1 1 3 3 5 2 1 1
0 0 0 1 0 0 1 0 0 0 0 1 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 2 0 0 0 0 1 0 0 1 1 0 0 1 0 1 2 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 2 1 0 2 0 1 0 0 0 0 1 0 0 0 0 1 2 1 1 1 1 2 1 0 1 0 1 0 0 3 1 2 0 1 1 2 0 0 1 1 0 0 2 0 0 0 1 0 1 0 1 1 0 0 0 1 0 0 1 0 0 0 0 1 3 0 1 2 0 0 0 1 0 0 0 1 2 0 0 1 2 1 0 1 0 1 0 0 0 1 2 0 1 0 1 1 0 0 1 0 1 1 1 3 0 0 0 0 0 0 0 1 0 2 1 1 1 0 3 0 0 0 0 1 2 2 2 0 1 0 0 1 0 1 0 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 2 2 0 0 3 2 1 0 0 0 0 1 1 0 2 0 2 1 0 2 0 2 0 1 1 1 0 1 2 0 0 0 0 4 2 0 0 1 2 0 0 2 2 0 1 1 0 1 0 1 1 1 0 0 1 1 2
0 1 1 0 1 2 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 2 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 2 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 3 2 0 0 1 2 1 1 1 1 1 0 0 1 1 5 1 2 0 1 1 1 1 0 0 1 2 1 1 4 1 0 2 1 1 0 1 1 0 0 1 1 0 1 0 0 1 0 1 2 0 2 1 2 1 1 1 0 1 1 5 2 1 3 2 3 0 2 0 0 0 1 1 3 0 0 2 0 2 1 2 2 3 0 2 0 2 1 2 2 1 0 1 2 1 0 0 2 1 0 1 1 0 2 0 1 1 1 1 2 0 1 0 1 2 2 1 0 2 2 4 0 0 1 2 2 1 2 1 1 0 1 4 1 0 0 1 1 1 2 2 0 0 3 3 1 0 2 1 2 1 0 2 1 1 0 2 0 0 0 2 1 2 1 2 1 2 2 2 2 2 3 2 2 2 4 1 1 2 1 1 1 2 1 0 1 2 1 0 0 2 1 0 2 0 0 3 1 0 3 0 3 0 1 1 3 1 1 2 1 0 2 0 1 3 1 2 1 1 2 3 1 0 2 0 0 1 3 0 0
0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 0 2 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 1 0 0 0 2 1 0 2 1 1 0 2 0 1 1 4 1 0 2 0 0 2 1 1 1 2 3 0 1 0 3 0 3 2 3 2 1 3 4 4 1 1 1 1 1 0 1 0 2 2 6 2 0 0 1 2 1 1 0 4 1 4 0 3 1 0 3 2 3 4 3 1 2 1 0 2 3 1 1 1 0 0 2 1 2 0 2 0 0 1 1 2 0 0 1 1 0 1 1 1 2 0 1 0 2 1 1 0 1 0 1 0 0 1 2 1 2 2 2 2 2 0 0 1 1 0 0 3 0 1 3 3 0 1 1 1 3 1 2 1 2 0 1 1 1 0 0 2 1 3 2 1 2 1 3 2 1 1 0 4 1 1 1 1 1 1 1 1 2 0 0 1 2 2 3 0 0 2 0 0 1 1 0 5 2 2 2 2 2 3 2 2 2 4 2 1 3 2 2 2 1 2 3 1 2 2 1 0 2 1 2 0 2 2 1 2 1 0 1 3 1 1 2 0 0 1 0 2 1 2 0 1 0 2 1 2 1 2 4 0 2 5 0 2 1 4 1 3
0 0 1 1 2 0 1 0 0 1 0 1 1 1 0 0 0 2 0 0 1 1 1 1 1 1 0 0 0 0 1 0 0 1 1 0 0 1 0 2 0 2 2 0 0 0 0 0 1 0 0 1 1 1 0 1 1 1 0 2 1 0 0 0 1 3 0 0 0 2 0 1 3 0 1 1 0 0 1 0 0 0 2 1 0 1 0 1 0 0 1 2 0 0 1 2 1 1 2 2 1 1 4 1 0 2 1 0 2 0 2 2 0 0 0 1 2 2 0 2 3 0 0 1 0 1 1 0 0 0 2 2 0 1 0 0 2 3 0 4 2 1 1 1 2 2 1 0 0 4 1 3 1 0 4 2 1 0 0 0 2 4 1 0 2 0 4 3 0 0 3 0 2 1 1 1 1 1 3 1 0 1 4 1 0 0 2 0 2 1 4 0 0 1 4 4 1 0 1 2 1 1 2 0 1 0 1 1 2 0 1 1 3 1 0 3 1 1 4 1 2 4 1 3 3 2 1 0 2 3 1 1 3 1 0 3 4 3 2 1 3 4 3 5 2 2 2 2 2 0 3 4 0 2 3 1 2 3 2 3 3 5 3 4 4 5 3 5 4 0 0 2 3 1 1 3 1 1 4 2 2 2 2 0 3 1 4 3 0 5 2 0 4 2 3 1 2 0 1 1 5 4 1 1 3 1 3 3 2 6 1 2 3 2 2 2 3 4 3 0 3 0 3
0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 2 0 0 0 1 1 0 1 0 1 0 0 0 1 1 1 1 0 2 1 0 1 2 0 0 1 2 0 1 0 0 0 0 1 0 0 1 1 2 2 1 2 0 0 3 0 1 1 1 2 1 2 0 0 0 0 0 0 2 2 0 1 2 1 2 0 1 1 0 1 0 0 1 1 0 0 1 1 1 1 2 0 1 0 1 0 1 1 0 0 0 1 0 1 1 0 1 0 0 0 1 1 0 0 0 2 0 2 1 0 2 0 1 2 0 1 1 0 1 0 0 0 3 0 0 0 1 0 1 0 0 1 0 1 0 3 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 1 1 0 0 1 0 1 3 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 0 1 0 1 1 0 0 0 0 0 0 1 2 1 1 1 2 0 0 0 1 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 2 1 0 0 1
0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 2 1 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 3 1 1 0 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 2 1 0 0 0 0 1 1 0 0 0 0 0 3 1 0 0 1 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 2 2 0 1 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 1 2 0 0 1 1 1 1 0 0 0
0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 2 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 0 0 1 0 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 2 1 1 2 1 1 0 0 0 3 1 1 0 1 0 2 0 1 0 1 0 2 1 1 1 1 2 1 1 0 0 2 2 0 0 1 2 1 1 3 1 1 1 2 0 0 1 1 1 1 1 1 1 0 3 2 0 2 1 2 2 1 0 1 1 1 1 1 1 1 0 0 1 2 2 2 0 0 1 1 0 1 0 0 1 2 0 1 0 0 1 1 0 1 0 1 2 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1 4 1 3 0 0 2 0 0 0 2 1 0 2 1 1 1 0 0 0 2 0 0 1 1 3 1 0 2 0 1 1 0 1 1 0 0 2 0 0 2 0 0 0 1 1 2 0 0 1 1 1 1 1 1 2 2 1 1 1 1 3 0 4 1 2 0 2 4 1 3 2 2 1 3 1 0 0 0 3 1 2 1 1 1 2 2 1 2 0 0 0 2 0 1 1 3 2 0 1 2 0 0 3 2 3 2 0 3 0 2 2 1 1 2
0 0 0 0 1 0 0 0 2 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 2 0 1 1 1 1 0 0 0 1 1 3 1 0 2 1 0 2 1 0 0 0 1 0 1 0 0 1 2 1 0 0 1 1 1 1 0 1 0 1 0 0 0 0 2 1 0 1 3 0 1 0 0 1 0 1 1 0 0 0 1 0 0 1 1 0 1 0 0 2 0 0 0 1 1 2 2 1 0 1 2 1 0 1 1 0 1 0 1 1 1 1 2 1 1 0 2 0 0 2 0 1 0 0 1 1 0 1 1 0 2 0 1 1 0 0 2 0 0 0 1 2 1 4 1 3 0 1 1 1 1 2 2 1 4 0 0 1 1 1 0 3 2 1 0 0 0 3 0 1 0 0 0 0 0 0 1 0 0 3 0 0 1 0 1 0 0 0 1 2 1 0 0 0 0 1 1 1 1 0 1 1 3 1 2 1 1 1 1 2 0 1 2 0 1 1 0 3 0 0 0 2 1 1 1 0 2 1 1 1 2 1 2 4 1 1 2 0 0 2 1 0 0 1 0 1 1 1 2 0 0 2 1 1 0 0 1 2 1 1 0 2 0 2
0 1 0 1 0 0 2 1 2 0 2 0 0 0 0 1 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 1 0 1 1 0 1 0 1 1 0 1 1 1 0 0 1 1 0 0 0 0 0 0 1 0 2 0 1 0 0 1 0 0 0 1 1 0 1 0 2 1 2 2 2 0 0 1 0 2 1 0 0 1 1 1 0 2 0 0 0 1 1 2 1 0 1 3 1 1 3 0 1 1 0 0 2 0 0 2 1 2 2 0 1 0 2 0 0 3 2 1 0 1 1 0 0 1 0 4 1 3 3 2 2 0 0 1 0 1 2 0 2 1 1 2 2 0 1 1 0 1 0 0 0 2 0 4 3 1 0 3 2 0 1 1 0 2 0 1 1 0 2 1 3 1 2 0 1 2 2 3 2 3 1 4 1 3 3 2 2 1 0 0 1 2 1 3 4 1 1 1 1 1 3 2 4 2 1 1 4 2 3 2 0 1 2 1 1 1 4 3 2 1 2 1 1 1 2 2 1 2 3 3 3 3 3 3 3 3 3 3 1 3 3 1 1 1 1 2 0 2 1 1 1 1 3 3 1 1 2 2 2 2 3 4 0 2 0 2 1 3 1 1 0 0 2 3 0 0 3 2 1 1 1 4 1 1 2 2 0 1 1 2 2 0
1 0 0 2 0 1 1 0 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 1 0 1 0 0 0 0 1 1 0 0 0 2 0 0 0 0 1 0 1 0 1 1 0 1 0 0 0 1 0 1 1 1 1 1 1 1 1 2 0 0 0 2 0 2 2 1 0 1 2 1 0 1 3 0 0 0 2 0 4 0 0 1 0 2 1 0 1 2 1 0 0 0 1 1 2 3 0 0 0 1 0 0 0 1 1 0 0 1 2 0 1 0 2 0 1 1 0 2 2 0 2 2 1 2 1 2 1 0 2 0 0 1 0 0 0 1 1 0 1 0 0 1 0 0 0 3 0 1 1 0 3 3 0 2 0 0 0 3 2 1 0 2 0 2 1 0 2 0 0 1 2 0 0 1 0 0 0 1 2 0 2 0 0 2 0 0 2 1 1 0 1 0 1 2 1 0 2 0 1 1 2 1 1 2 2 1 2 1 1 1 1 2 2 2 2 3 0 2 0 1 2 0 0 1 1 1 1 0 1 1 0 0 0 0 1 0 3 0 1 2 1 1 0 1 1 1 4 2 3 0 2 0 0 1 2 2 0 3 0 1 1 1 0 0 1
0 0 0 2 1 0 1 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 1 1 2 1 1 0 1 1 1 0 0 1 0 2 1 2 4 1 2 1 1 1 2 2 2 1 1 1 2 0 1 2 1 2 1 0 2 2 1 0 1 0 0 1 0 0 1 0 1 0 2 3 0 0 1 2 0 0 0 0 0 2 1 1 0 1 0 0 2 0 0 1 1 1 1 3 1 0 1 0 0 1 3 0 1 1 0 0 0 1 0 0 2 0 1 0 0 0 1 1 2 1 1 0 1 0 2 0 2 1 1 4 3 1 2 2 2 3 1 3 0 0 0 0 3 0 1 0 0 1 2 0 1 0 2 4 0 1 2 0 1 1 0 3 2 1 2 0 1 2 1 1 3 1 1 1 1 0 0 1 1 2 0 2 2 0 1 1 0 0 2 2 1 1 3 2 2 1 3 2 2 1 0 0 0 3 1 3 2 0 2 1 3 4 2 0 1 2 1 2 1 1 0 1 2 0 0 1 2 0 1 0 0 1 1 1 0 1 2 2 0 2 1 3 1 0 4 2 1 0 0 3 0 2 3 3 6 3 3 3 3 4 3 4 3 3 0 0 1 1 2 4 2 1 2 0 1 0 2 0 3 0 0 2 4 1 1 0 2 3 1 2 3 1 0 2 2 2 2 1 1 2 0 1 0 0 2 2 2 2 1 0 0 0 1 3 2 3
